438,108,0.269158879,1
439,114,0.3125,3
439,119,0.135514019,1
439,239,0.312149533,2
440,32,0.308457711,3
440,34,0.067698259,1
440,117,0.176806084,2
441,66,0.477822581,1
441,145,0.396514161,2
441,178,0.317073171,3
442,167,0.147001934,2
442,165,0.293248945,2
443,222,0.333333333,3
443,232,0.302238806,3
444,45,0.35770235,3
444,231,0.181578947,3
445,100,0.218045113,2
445,204,0.129753915,3
446,238,0.170132325,2
446,173,0.126482213,1
447,58,0.178137652,2
447,150,0.416,2
448,125,0.314159292,2
448,219,0.358056266,2
449,69,0.388888889,1
450,180,0.305769231,1
450,176,0.114441417,1
451,155,0.185803758,3
451,167,0.245231608,2
452,142,0.279017857,1
452,232,0.472941176,3
453,55,0.239726027,2
453,33,0.362586605,3
453,175,0.107476636,1
454,148,0.523316062,3
455,85,0.25,2
455,135,0.514511873,3
456,114,0.148373984,2
459,182,0.223602484,2
460,95,0.362244898,3
460,105,0.512953368,3
461,95,0.139917695,1
461,87,0.588528678,1
461,125,0.12195122,2
462,54,0.450643777,3
462,58,0.382566586,3
465,39,0.470725995,2
465,216,0.126705653,2
466,74,0.233243968,3
466,109,0.258706468,1
466,210,0.413043478,1
467,85,0.221987315,2
467,102,0.451030928,3
468,207,0.458426966,1
468,234,0.296703297,1
469,33,0.260787992,3
470,140,0.08125,3
470,96,0.576923077,3
470,216,0.124087591,3
471,111,0.245833333,2
471,146,0.275210084,3
472,42,0.193925234,2
472,159,0.58056266,2
473,55,0.100934579,2
473,105,0.142517815,2
473,221,0.373303167,2
474,121,0.271978022,3
474,139,0.138349515,3
474,215,0.513274336,3
474,208,0.391111111,2
475,73,0.182957393,2
475,142,0.246575342,2
475,185,0.214689266,3
476,70,0.296442688,2
476,54,0.34368071,3
476,139,0.143153527,3
476,131,0.251396648,3
476,199,0.523702032,3
477,102,0.133802817,2
478,30,0.078393881,3
478,69,0.29787234,2
478,96,0.58808933,2
478,83,0.377828054,2
479,47,0.311195446,2
479,131,0.189292543,2
479,89,0.251020408,2
479,88,0.464516129,2
479,139,0.533632287,2
480,39,0.12568306,2
480,138,0.345283019,2
480,118,0.118095238,3
480,236,0.125541126,3
480,164,0.436657682,3
480,219,0.325773196,2
482,69,0.152700186,3
482,165,0.169421488,3
483,72,0.280230326,2
483,125,0.179425837,3
483,106,0.143851508,2
483,108,0.197183099,2
483,198,0.388746803,2
484,82,0.43385214,2
485,113,0.409266409,2
485,158,0.153684211,3
486,68,0.232989691,3
486,31,0.465020576,3
486,226,0.388888889,3
486,196,0.277131783,3
487,137,0.083870968,3
488,228,0.114,2
488,240,0.157894737,3
489,32,0.502392344,3
489,194,0.178010471,2
490,140,0.315789474,2
490,123,0.222222222,2
492,73,0.174074074,3
492,84,0.467230444,3
493,55,0.491666667,3
493,33,0.238095238,3
493,156,0.098121086,3
494,49,0.178137652,3
494,88,0.384158416,3
494,88,0.305769231,3
494,156,0.22826087,2
495,107,0.098484848,3
495,227,0.096899225,2
495,218,0.218415418,3
496,237,0.119771863,2
497,98,0.328798186,2
498,92,0.216161616,3
498,169,0.076492537,3
500,57,0.409937888,3
500,208,0.145956607,2
501,74,0.268060837,3
501,53,0.224719101,3
501,46,0.408219178,3
501,197,0.5,2
504,187,0.451306413,2
505,149,0.488839286,3
505,194,0.433673469,3
506,64,0.183727034,2
506,150,0.206073753,2
506,209,0.149659864,2
507,74,0.277044855,2
508,88,0.233990148,2
508,104,0.18501171,3
508,209,0.062761506,3
509,65,0.558510638,3
510,36,0.567204301,2
510,51,0.341666667,2
510,131,0.172972973,2
510,83,0.271149675,2
510,232,0.257452575,2
512,180,0.162745098,2
512,163,0.265909091,3
513,42,0.081871345,2
513,65,0.095121951,2
514,68,0.508816121,3
514,236,0.389473684,3
514,223,0.403292181,3
514,238,0.360074627,3
515,132,0.258799172,2
515,235,0.230769231,3
515,218,0.491803279,3
516,50,0.287850467,2
516,143,0.31643002,2
516,238,0.318359375,3
517,35,0.218045113,2
517,76,0.189376443,2
518,212,0.088983051,3
519,173,0.448669202,3
520,147,0.149068323,3
520,159,0.371031746,2
520,159,0.233905579,2
521,146,0.065055762,2
521,103,0.301115242,2
522,48,0.501128668,2
522,203,0.258241758,3
523,41,0.256862745,3
523,99,0.163588391,3
524,69,0.113445378,3
525,62,0.544419134,2
526,63,0.184738956,3
526,141,0.23566879,3
526,93,0.118932039,3
526,236,0.271070615,3
527,97,0.065439673,3
527,164,0.386313466,3
528,52,0.2875,2
528,121,0.13229572,2
528,139,0.213836478,3
529,154,0.143617021,3
529,90,0.184060721,3
530,183,0.197696737,2
531,114,0.25,3
532,116,0.173640167,2
533,139,0.147704591,2
533,101,0.127701375,3
533,169,0.079518072,3
534,130,0.25631068,2
535,54,0.070362473,2
535,154,0.33557047,2
535,144,0.495145631,2
535,97,0.06693712,2
535,167,0.263257576,2
536,41,0.454901961,2
536,90,0.482093664,3
536,162,0.315789474,2
536,193,0.313580247,3
537,82,0.467213115,3
537,135,0.336864407,2
538,35,0.161137441,3
538,162,0.323834197,3
539,58,0.45631068,3
539,172,0.181308411,2
540,94,0.52027027,3
